"Year","State","Variable","Sex","Occupation","Estimate"
"2015","Minnesota","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",11854
"2015","Minnesota","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",5416
"2015","Minnesota","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",3635
"2015","Minnesota","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2803
"2015","Mississippi","B24020_170","Female","Computer, engineering, and science occupations:",7145
"2015","Mississippi","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",3604
"2015","Mississippi","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",3444
"2015","Mississippi","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",601
"2015","Mississippi","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1067
"2015","Mississippi","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",106
"2015","Mississippi","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1670
"2015","Mississippi","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",160
"2015","Mississippi","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",924
"2015","Mississippi","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",40
"2015","Mississippi","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",483
"2015","Mississippi","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",401
"2015","Mississippi","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2617
"2015","Mississippi","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1148
"2015","Mississippi","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",193
"2015","Mississippi","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",1276
"2015","Missouri","B24020_170","Female","Computer, engineering, and science occupations:",29532
"2015","Missouri","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",17416
"2015","Missouri","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",16494
"2015","Missouri","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",4036
"2015","Missouri","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",6283
"2015","Missouri","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1181
"2015","Missouri","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",4994
"2015","Missouri","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",922
"2015","Missouri","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",4270
"2015","Missouri","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",775
"2015","Missouri","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",2495
"2015","Missouri","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1000
"2015","Missouri","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",7846
"2015","Missouri","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",3701
"2015","Missouri","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1656
"2015","Missouri","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2489
"2015","Montana","B24020_170","Female","Computer, engineering, and science occupations:",4613
"2015","Montana","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",1866
"2015","Montana","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",1652
"2015","Montana","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",384
"2015","Montana","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",548
"2015","Montana","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",161
"2015","Montana","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",559
"2015","Montana","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",214
"2015","Montana","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1268
"2015","Montana","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",354
"2015","Montana","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",613
"2015","Montana","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",301
"2015","Montana","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",1479
"2015","Montana","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1010
"2015","Montana","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",241
"2015","Montana","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",228
"2015","Nebraska","B24020_170","Female","Computer, engineering, and science occupations:",8695
"2015","Nebraska","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",5440
"2015","Nebraska","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",4708
"2015","Nebraska","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1000
"2015","Nebraska","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",2201
"2015","Nebraska","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",209
"2015","Nebraska","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1298
"2015","Nebraska","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",732
"2015","Nebraska","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1424
"2015","Nebraska","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",329
"2015","Nebraska","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",486
"2015","Nebraska","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",609
"2015","Nebraska","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",1831
"2015","Nebraska","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",970
"2015","Nebraska","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",393
"2015","Nebraska","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",468
"2015","Nevada","B24020_170","Female","Computer, engineering, and science occupations:",8484
"2015","Nevada","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",4776
"2015","Nevada","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",4113
"2015","Nevada","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1241
"2015","Nevada","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1394
"2015","Nevada","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",284
"2015","Nevada","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1194
"2015","Nevada","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",663
"2015","Nevada","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1744
"2015","Nevada","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",38
"2015","Nevada","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",948
"2015","Nevada","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",758
"2015","Nevada","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",1964
"2015","Nevada","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1032
"2015","Nevada","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",480
"2015","Nevada","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",452
"2015","New Hampshire","B24020_170","Female","Computer, engineering, and science occupations:",7939
"2015","New Hampshire","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",5411
"2015","New Hampshire","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",5008
"2015","New Hampshire","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",947
"2015","New Hampshire","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",2252
"2015","New Hampshire","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",309
"2015","New Hampshire","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1500
"2015","New Hampshire","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",403
"2015","New Hampshire","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1341
"2015","New Hampshire","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",68
"2015","New Hampshire","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",1013
"2015","New Hampshire","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",260
"2015","New Hampshire","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",1187
"2015","New Hampshire","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",627
"2015","New Hampshire","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",290
"2015","New Hampshire","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",270
"2015","New Jersey","B24020_170","Female","Computer, engineering, and science occupations:",57436
"2015","New Jersey","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",34402
"2015","New Jersey","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",31401
"2015","New Jersey","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",6809
"2015","New Jersey","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",12741
"2015","New Jersey","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",2904
"2015","New Jersey","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",8947
"2015","New Jersey","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",3001
"2015","New Jersey","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",7263
"2015","New Jersey","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1149
"2015","New Jersey","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",4005
"2015","New Jersey","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2109
"2015","New Jersey","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",15771
"2015","New Jersey","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",8617
"2015","New Jersey","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",3770
"2015","New Jersey","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",3384
"2015","New Mexico","B24020_170","Female","Computer, engineering, and science occupations:",8842
"2015","New Mexico","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",4719
"2015","New Mexico","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",4184
"2015","New Mexico","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",762
"2015","New Mexico","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1600
"2015","New Mexico","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",381
"2015","New Mexico","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1441
"2015","New Mexico","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",535
"2015","New Mexico","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1564
"2015","New Mexico","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",206
"2015","New Mexico","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",1182
"2015","New Mexico","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",176
"2015","New Mexico","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2559
"2015","New Mexico","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1109
"2015","New Mexico","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",750
"2015","New Mexico","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",700
"2015","New York","B24020_170","Female","Computer, engineering, and science occupations:",90590
"2015","New York","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",46130
"2015","New York","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",43094
"2015","New York","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",10069
"2015","New York","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",16434
"2015","New York","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",3865
"2015","New York","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",12726
"2015","New York","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",3036
"2015","New York","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",17294
"2015","New York","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",4452
"2015","New York","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",8479
"2015","New York","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",4363
"2015","New York","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",27166
"2015","New York","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",12058
"2015","New York","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",10333
"2015","New York","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",4775
"2015","North Carolina","B24020_170","Female","Computer, engineering, and science occupations:",54610
"2015","North Carolina","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",28970
"2015","North Carolina","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",26048
"2015","North Carolina","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",5379
"2015","North Carolina","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",9006
"2015","North Carolina","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",2448
"2015","North Carolina","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",9215
"2015","North Carolina","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",2922
"2015","North Carolina","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",8647
"2015","North Carolina","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1046
"2015","North Carolina","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",5274
"2015","North Carolina","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2327
"2015","North Carolina","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",16993
"2015","North Carolina","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",8880
"2015","North Carolina","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",2760
"2015","North Carolina","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",5353
"2015","North Dakota","B24020_170","Female","Computer, engineering, and science occupations:",3193
"2015","North Dakota","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",1731
"2015","North Dakota","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",1731
"2015","North Dakota","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",391
"2015","North Dakota","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",840
"2015","North Dakota","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",135
"2015","North Dakota","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",365
"2015","North Dakota","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",0
"2015","North Dakota","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",516
"2015","North Dakota","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",0
"2015","North Dakota","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",201
"2015","North Dakota","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",315
"2015","North Dakota","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",946
"2015","North Dakota","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",337
"2015","North Dakota","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",225
"2015","North Dakota","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",384
"2015","Ohio","B24020_170","Female","Computer, engineering, and science occupations:",53217
"2015","Ohio","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",31488
"2015","Ohio","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",28952
"2015","Ohio","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",7053
"2015","Ohio","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",10722
"2015","Ohio","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",2142
"2015","Ohio","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",9035
"2015","Ohio","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",2536
"2015","Ohio","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",8792
"2015","Ohio","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",341
"2015","Ohio","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",6430
"2015","Ohio","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2021
"2015","Ohio","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",12937
"2015","Ohio","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",6573
"2015","Ohio","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",2688
"2015","Ohio","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",3676
"2015","Oklahoma","B24020_170","Female","Computer, engineering, and science occupations:",10738
"2015","Oklahoma","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",4668
"2015","Oklahoma","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",4195
"2015","Oklahoma","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",911
"2015","Oklahoma","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1327
"2015","Oklahoma","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",565
"2015","Oklahoma","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",1392
"2015","Oklahoma","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",473
"2015","Oklahoma","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",3367
"2015","Oklahoma","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",173
"2015","Oklahoma","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",1863
"2015","Oklahoma","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1331
"2015","Oklahoma","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2703
"2015","Oklahoma","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1458
"2015","Oklahoma","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",730
"2015","Oklahoma","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",515
"2015","Oregon","B24020_170","Female","Computer, engineering, and science occupations:",21203
"2015","Oregon","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",11263
"2015","Oregon","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",10407
"2015","Oregon","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1703
"2015","Oregon","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",4316
"2015","Oregon","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1381
"2015","Oregon","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",3007
"2015","Oregon","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",856
"2015","Oregon","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",4843
"2015","Oregon","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",760
"2015","Oregon","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",3220
"2015","Oregon","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",863
"2015","Oregon","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",5097
