"Year","State","Variable","Sex","Occupation","Estimate"
"2015","California","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",10303
"2015","California","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",279054
"2015","California","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",16999
"2015","California","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",214118
"2015","California","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",47937
"2015","California","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",72643
"2015","California","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",45199
"2015","California","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",10612
"2015","California","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",16832
"2015","Colorado","B24020_019","Male","Computer, engineering, and science occupations:",133962
"2015","Colorado","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",75214
"2015","Colorado","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",73535
"2015","Colorado","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",8139
"2015","Colorado","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",37498
"2015","Colorado","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",9479
"2015","Colorado","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",18419
"2015","Colorado","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",1679
"2015","Colorado","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",47413
"2015","Colorado","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",3643
"2015","Colorado","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",33458
"2015","Colorado","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",10312
"2015","Colorado","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",11335
"2015","Colorado","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",7227
"2015","Colorado","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1909
"2015","Colorado","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2199
"2015","Connecticut","B24020_019","Male","Computer, engineering, and science occupations:",67252
"2015","Connecticut","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",33213
"2015","Connecticut","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",31190
"2015","Connecticut","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",2709
"2015","Connecticut","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",14966
"2015","Connecticut","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",3429
"2015","Connecticut","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",10086
"2015","Connecticut","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",2023
"2015","Connecticut","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",27611
"2015","Connecticut","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",2256
"2015","Connecticut","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",21858
"2015","Connecticut","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",3497
"2015","Connecticut","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",6428
"2015","Connecticut","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",4384
"2015","Connecticut","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1060
"2015","Connecticut","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",984
"2015","Delaware","B24020_019","Male","Computer, engineering, and science occupations:",17461
"2015","Delaware","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",10341
"2015","Delaware","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",9663
"2015","Delaware","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1244
"2015","Delaware","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",3639
"2015","Delaware","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1356
"2015","Delaware","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",3424
"2015","Delaware","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",678
"2015","Delaware","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",4064
"2015","Delaware","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",65
"2015","Delaware","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",2675
"2015","Delaware","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1324
"2015","Delaware","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",3056
"2015","Delaware","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1775
"2015","Delaware","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",293
"2015","Delaware","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",988
"2015","District of Columbia","B24020_019","Male","Computer, engineering, and science occupations:",18865
"2015","District of Columbia","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",11560
"2015","District of Columbia","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",9114
"2015","District of Columbia","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1804
"2015","District of Columbia","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",3949
"2015","District of Columbia","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1085
"2015","District of Columbia","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",2276
"2015","District of Columbia","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",2446
"2015","District of Columbia","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",2696
"2015","District of Columbia","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",747
"2015","District of Columbia","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",1815
"2015","District of Columbia","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",134
"2015","District of Columbia","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",4609
"2015","District of Columbia","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1974
"2015","District of Columbia","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",2412
"2015","District of Columbia","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",223
"2015","Florida","B24020_019","Male","Computer, engineering, and science occupations:",232497
"2015","Florida","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",125356
"2015","Florida","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",121623
"2015","Florida","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",14449
"2015","Florida","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",48576
"2015","Florida","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",16437
"2015","Florida","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",42161
"2015","Florida","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",3733
"2015","Florida","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",88017
"2015","Florida","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",6556
"2015","Florida","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",59677
"2015","Florida","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",21784
"2015","Florida","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",19124
"2015","Florida","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",9974
"2015","Florida","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",3738
"2015","Florida","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",5412
"2015","Georgia","B24020_019","Male","Computer, engineering, and science occupations:",157710
"2015","Georgia","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",89278
"2015","Georgia","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",85970
"2015","Georgia","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",13531
"2015","Georgia","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",34925
"2015","Georgia","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",10113
"2015","Georgia","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",27401
"2015","Georgia","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",3308
"2015","Georgia","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",53050
"2015","Georgia","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",3399
"2015","Georgia","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",37629
"2015","Georgia","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",12022
"2015","Georgia","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",15382
"2015","Georgia","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",9217
"2015","Georgia","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1256
"2015","Georgia","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",4909
"2015","Hawaii","B24020_019","Male","Computer, engineering, and science occupations:",19306
"2015","Hawaii","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",8289
"2015","Hawaii","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",7788
"2015","Hawaii","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1098
"2015","Hawaii","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",1712
"2015","Hawaii","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1250
"2015","Hawaii","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",3728
"2015","Hawaii","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",501
"2015","Hawaii","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",8314
"2015","Hawaii","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",703
"2015","Hawaii","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",5171
"2015","Hawaii","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2440
"2015","Hawaii","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2703
"2015","Hawaii","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1462
"2015","Hawaii","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",293
"2015","Hawaii","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",948
"2015","Idaho","B24020_019","Male","Computer, engineering, and science occupations:",25954
"2015","Idaho","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",11542
"2015","Idaho","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",11100
"2015","Idaho","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",1519
"2015","Idaho","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",4227
"2015","Idaho","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1792
"2015","Idaho","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",3562
"2015","Idaho","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",442
"2015","Idaho","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",11402
"2015","Idaho","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1150
"2015","Idaho","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",8380
"2015","Idaho","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",1872
"2015","Idaho","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",3010
"2015","Idaho","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",1720
"2015","Idaho","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",321
"2015","Idaho","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",969
"2015","Illinois","B24020_019","Male","Computer, engineering, and science occupations:",220894
"2015","Illinois","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",120476
"2015","Illinois","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",115891
"2015","Illinois","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",15815
"2015","Illinois","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",50020
"2015","Illinois","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",14847
"2015","Illinois","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",35209
"2015","Illinois","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",4585
"2015","Illinois","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",78508
"2015","Illinois","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",6755
"2015","Illinois","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",57578
"2015","Illinois","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",14175
"2015","Illinois","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",21910
"2015","Illinois","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",12577
"2015","Illinois","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",3455
"2015","Illinois","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",5878
"2015","Indiana","B24020_019","Male","Computer, engineering, and science occupations:",92335
"2015","Indiana","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",36802
"2015","Indiana","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",35326
"2015","Indiana","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",4207
"2015","Indiana","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",14915
"2015","Indiana","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",3572
"2015","Indiana","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",12632
"2015","Indiana","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",1476
"2015","Indiana","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",45289
"2015","Indiana","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1404
"2015","Indiana","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",33792
"2015","Indiana","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",10093
"2015","Indiana","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",10244
"2015","Indiana","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",6047
"2015","Indiana","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",912
"2015","Indiana","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",3285
"2015","Iowa","B24020_019","Male","Computer, engineering, and science occupations:",47748
"2015","Iowa","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",21852
"2015","Iowa","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",21157
"2015","Iowa","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",2171
"2015","Iowa","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",8437
"2015","Iowa","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",2912
"2015","Iowa","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",7637
"2015","Iowa","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",695
"2015","Iowa","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",18024
"2015","Iowa","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",724
"2015","Iowa","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",12784
"2015","Iowa","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",4516
"2015","Iowa","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",7872
"2015","Iowa","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",3894
"2015","Iowa","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",752
"2015","Iowa","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",3226
"2015","Kansas","B24020_019","Male","Computer, engineering, and science occupations:",50446
"2015","Kansas","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",25652
"2015","Kansas","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",24758
"2015","Kansas","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",3097
"2015","Kansas","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",10508
"2015","Kansas","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",3342
"2015","Kansas","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",7811
"2015","Kansas","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",894
"2015","Kansas","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",21370
"2015","Kansas","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1479
"2015","Kansas","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",15718
"2015","Kansas","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",4173
"2015","Kansas","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",3424
"2015","Kansas","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",2160
"2015","Kansas","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",374
"2015","Kansas","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",890
"2015","Kentucky","B24020_019","Male","Computer, engineering, and science occupations:",47413
"2015","Kentucky","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",21632
"2015","Kentucky","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",20836
"2015","Kentucky","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",2525
"2015","Kentucky","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",6886
"2015","Kentucky","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",3479
"2015","Kentucky","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",7946
"2015","Kentucky","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",796
"2015","Kentucky","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",20580
"2015","Kentucky","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1127
"2015","Kentucky","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",14245
"2015","Kentucky","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",5208
"2015","Kentucky","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",5201
"2015","Kentucky","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",2402
"2015","Kentucky","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",474
"2015","Kentucky","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2325
"2015","Louisiana","B24020_019","Male","Computer, engineering, and science occupations:",51736
"2015","Louisiana","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",17538
"2015","Louisiana","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",16815
"2015","Louisiana","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",2193
"2015","Louisiana","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",6506
"2015","Louisiana","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1946
"2015","Louisiana","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",6170
"2015","Louisiana","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",723
