"Year","GEOID","NAME","variable","estimate","moe","sex","label"
"2017","12","Florida","B24020_020",143113,6942,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","12","Florida","B24020_021",139128,6908,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","12","Florida","B24020_022",16688,2318,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","12","Florida","B24020_023",57777,4074,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","12","Florida","B24020_024",16201,2143,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","12","Florida","B24020_025",48462,4310,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","12","Florida","B24020_026",3985,1131,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","12","Florida","B24020_027",96262,5901,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","12","Florida","B24020_028",7518,1321,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","12","Florida","B24020_029",64358,4449,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","12","Florida","B24020_030",24386,2887,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","12","Florida","B24020_031",19937,2481,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","12","Florida","B24020_032",9450,1438,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","12","Florida","B24020_033",3642,1357,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","12","Florida","B24020_034",6845,1752,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","13","Georgia","B24020_019",166094,8304,"Male","Computer, engineering, and science occupations:"
"2017","13","Georgia","B24020_020",100149,6405,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","13","Georgia","B24020_021",97359,6446,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","13","Georgia","B24020_022",10869,1950,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","13","Georgia","B24020_023",38921,3208,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","13","Georgia","B24020_024",12004,2311,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","13","Georgia","B24020_025",35565,3577,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","13","Georgia","B24020_026",2790,1088,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","13","Georgia","B24020_027",52272,4400,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","13","Georgia","B24020_028",4308,965,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","13","Georgia","B24020_029",34714,3302,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","13","Georgia","B24020_030",13250,2412,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","13","Georgia","B24020_031",13673,2107,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","13","Georgia","B24020_032",8297,1643,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","13","Georgia","B24020_033",898,387,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","13","Georgia","B24020_034",4478,1245,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","15","Hawaii","B24020_019",19947,2028,"Male","Computer, engineering, and science occupations:"
"2017","15","Hawaii","B24020_020",7571,1279,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","15","Hawaii","B24020_021",7280,1258,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","15","Hawaii","B24020_022",1529,464,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","15","Hawaii","B24020_023",1927,579,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","15","Hawaii","B24020_024",1164,555,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","15","Hawaii","B24020_025",2660,817,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","15","Hawaii","B24020_026",291,190,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","15","Hawaii","B24020_027",9497,1458,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","15","Hawaii","B24020_028",903,441,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","15","Hawaii","B24020_029",6804,1233,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","15","Hawaii","B24020_030",1790,628,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","15","Hawaii","B24020_031",2879,808,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","15","Hawaii","B24020_032",1687,751,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","15","Hawaii","B24020_033",329,189,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","15","Hawaii","B24020_034",863,396,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","16","Idaho","B24020_019",24152,2615,"Male","Computer, engineering, and science occupations:"
"2017","16","Idaho","B24020_020",10669,1898,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","16","Idaho","B24020_021",10557,1892,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","16","Idaho","B24020_022",921,509,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","16","Idaho","B24020_023",5334,1231,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","16","Idaho","B24020_024",1619,699,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","16","Idaho","B24020_025",2683,762,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","16","Idaho","B24020_026",112,139,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","16","Idaho","B24020_027",10110,1504,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","16","Idaho","B24020_028",1097,667,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","16","Idaho","B24020_029",7038,1200,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","16","Idaho","B24020_030",1975,753,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","16","Idaho","B24020_031",3373,1174,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","16","Idaho","B24020_032",2216,998,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","16","Idaho","B24020_033",414,295,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","16","Idaho","B24020_034",743,321,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","17","Illinois","B24020_019",223503,7856,"Male","Computer, engineering, and science occupations:"
"2017","17","Illinois","B24020_020",133053,6147,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","17","Illinois","B24020_021",128074,6062,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","17","Illinois","B24020_022",21609,2155,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","17","Illinois","B24020_023",53223,3479,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","17","Illinois","B24020_024",11658,1496,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","17","Illinois","B24020_025",41584,3427,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","17","Illinois","B24020_026",4979,1120,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","17","Illinois","B24020_027",72508,4550,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","17","Illinois","B24020_028",6349,1164,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","17","Illinois","B24020_029",52206,3784,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","17","Illinois","B24020_030",13953,1790,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","17","Illinois","B24020_031",17942,2244,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","17","Illinois","B24020_032",10884,1723,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","17","Illinois","B24020_033",2905,835,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","17","Illinois","B24020_034",4153,973,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","18","Indiana","B24020_019",99227,4326,"Male","Computer, engineering, and science occupations:"
"2017","18","Indiana","B24020_020",44409,3016,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","18","Indiana","B24020_021",42887,2934,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","18","Indiana","B24020_022",4904,1142,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","18","Indiana","B24020_023",16958,1948,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","18","Indiana","B24020_024",6269,1196,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","18","Indiana","B24020_025",14756,1997,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","18","Indiana","B24020_026",1522,669,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","18","Indiana","B24020_027",45112,3631,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","18","Indiana","B24020_028",1683,670,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","18","Indiana","B24020_029",34987,3158,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","18","Indiana","B24020_030",8442,1346,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","18","Indiana","B24020_031",9706,1567,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","18","Indiana","B24020_032",6164,1344,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","18","Indiana","B24020_033",334,219,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","18","Indiana","B24020_034",3208,838,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","19","Iowa","B24020_019",53506,3628,"Male","Computer, engineering, and science occupations:"
"2017","19","Iowa","B24020_020",27068,2584,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","19","Iowa","B24020_021",25381,2496,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","19","Iowa","B24020_022",2946,835,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","19","Iowa","B24020_023",11380,1754,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","19","Iowa","B24020_024",2403,623,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","19","Iowa","B24020_025",8652,1494,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","19","Iowa","B24020_026",1687,718,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","19","Iowa","B24020_027",20870,2004,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","19","Iowa","B24020_028",1468,716,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","19","Iowa","B24020_029",13662,1547,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","19","Iowa","B24020_030",5740,995,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","19","Iowa","B24020_031",5568,1035,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","19","Iowa","B24020_032",3081,809,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","19","Iowa","B24020_033",246,164,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","19","Iowa","B24020_034",2241,577,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","20","Kansas","B24020_019",54906,3306,"Male","Computer, engineering, and science occupations:"
"2017","20","Kansas","B24020_020",28109,2840,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","20","Kansas","B24020_021",27067,2829,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","20","Kansas","B24020_022",2624,750,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","20","Kansas","B24020_023",12213,1678,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","20","Kansas","B24020_024",3684,828,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","20","Kansas","B24020_025",8546,1522,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","20","Kansas","B24020_026",1042,456,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","20","Kansas","B24020_027",22415,2213,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","20","Kansas","B24020_028",1277,465,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","20","Kansas","B24020_029",16639,1979,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","20","Kansas","B24020_030",4499,1047,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","20","Kansas","B24020_031",4382,1007,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","20","Kansas","B24020_032",2205,708,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","20","Kansas","B24020_033",732,330,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","20","Kansas","B24020_034",1445,514,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","21","Kentucky","B24020_019",50191,2760,"Male","Computer, engineering, and science occupations:"
"2017","21","Kentucky","B24020_020",24458,1850,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","21","Kentucky","B24020_021",23592,1805,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","21","Kentucky","B24020_022",2239,626,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","21","Kentucky","B24020_023",9731,1269,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","21","Kentucky","B24020_024",2653,702,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","21","Kentucky","B24020_025",8969,1406,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","21","Kentucky","B24020_026",866,409,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","21","Kentucky","B24020_027",21547,2277,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","21","Kentucky","B24020_028",1493,651,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","21","Kentucky","B24020_029",13682,1715,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","21","Kentucky","B24020_030",6372,1440,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","21","Kentucky","B24020_031",4186,1047,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","21","Kentucky","B24020_032",1927,619,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","21","Kentucky","B24020_033",580,315,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","21","Kentucky","B24020_034",1679,785,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","22","Louisiana","B24020_019",45240,3695,"Male","Computer, engineering, and science occupations:"
"2017","22","Louisiana","B24020_020",15993,1889,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","22","Louisiana","B24020_021",15574,1868,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","22","Louisiana","B24020_022",2373,859,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","22","Louisiana","B24020_023",5288,1247,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","22","Louisiana","B24020_024",1218,580,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","22","Louisiana","B24020_025",6695,1464,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","22","Louisiana","B24020_026",419,263,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","22","Louisiana","B24020_027",22173,2798,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","22","Louisiana","B24020_028",1958,809,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","22","Louisiana","B24020_029",14656,2136,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","22","Louisiana","B24020_030",5559,1210,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","22","Louisiana","B24020_031",7074,1217,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","22","Louisiana","B24020_032",3560,856,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","22","Louisiana","B24020_033",1090,491,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","22","Louisiana","B24020_034",2424,849,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","23","Maine","B24020_019",17148,2109,"Male","Computer, engineering, and science occupations:"
"2017","23","Maine","B24020_020",7970,1529,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","23","Maine","B24020_021",7862,1490,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","23","Maine","B24020_022",887,364,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","23","Maine","B24020_023",2851,822,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","23","Maine","B24020_024",1387,496,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","23","Maine","B24020_025",2737,784,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","23","Maine","B24020_026",108,127,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","23","Maine","B24020_027",7055,1309,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","23","Maine","B24020_028",708,338,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","23","Maine","B24020_029",5059,1038,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","23","Maine","B24020_030",1288,527,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","23","Maine","B24020_031",2123,646,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","23","Maine","B24020_032",1599,552,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","23","Maine","B24020_033",206,219,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","23","Maine","B24020_034",318,225,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","24","Maryland","B24020_019",178971,6086,"Male","Computer, engineering, and science occupations:"
"2017","24","Maryland","B24020_020",105865,4900,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","24","Maryland","B24020_021",97271,4653,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","24","Maryland","B24020_022",17800,2169,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","24","Maryland","B24020_023",38082,3255,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","24","Maryland","B24020_024",12338,1880,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","24","Maryland","B24020_025",29051,2970,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","24","Maryland","B24020_026",8594,1252,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","24","Maryland","B24020_027",47926,3200,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","24","Maryland","B24020_028",4287,1038,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","24","Maryland","B24020_029",35073,2670,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","24","Maryland","B24020_030",8566,1729,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
"2017","24","Maryland","B24020_031",25180,2290,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:"
"2017","24","Maryland","B24020_032",18080,1840,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists"
"2017","24","Maryland","B24020_033",4131,992,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers"
"2017","24","Maryland","B24020_034",2969,837,"Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians"
"2017","25","Massachusetts","B24020_019",187439,5511,"Male","Computer, engineering, and science occupations:"
"2017","25","Massachusetts","B24020_020",97515,4086,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:"
"2017","25","Massachusetts","B24020_021",94261,3988,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:"
"2017","25","Massachusetts","B24020_022",11007,1896,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts"
"2017","25","Massachusetts","B24020_023",52467,3071,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers"
"2017","25","Massachusetts","B24020_024",7087,1234,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects"
"2017","25","Massachusetts","B24020_025",23700,2253,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists"
"2017","25","Massachusetts","B24020_026",3254,844,"Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations"
"2017","25","Massachusetts","B24020_027",58796,3129,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:"
"2017","25","Massachusetts","B24020_028",4763,952,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers"
"2017","25","Massachusetts","B24020_029",45403,3066,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers"
"2017","25","Massachusetts","B24020_030",8630,1309,"Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians"
